SYMPTOMS,REASON,SUB_COMMODITY,BusinessSegment,ProductCategory,ProductGroup,FamilyGroup,FormFactor,Supplier,Family,ProcessorSupplier,ProcessorSocketCount,REGION,CASE_COUNTRY,COMMODITY
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Noisy,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Noisy,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Fan issue/Failure,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Error warning reported by the system,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - System Power Fault Detected,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - Power LED Green for a Moment, then Turns Amber",No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,System shuts down,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - System Hang,Error warning reported by the system,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - USB,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Power - VRD Failure,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,System Board failure or error,LED/SENSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,Error warning reported by the system,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - NIC,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Unexpected Shutdown (Power Button Push Required),System shuts down,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale XL,Apollo 2000,Density Optimized,FoxConn,Apollo 2000 r2600,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,System Board failure or error,LED/SENSOR,Density Optimized,Density Optimized,Hyperscale XL,XL170r,Density Optimized,FoxConn,XL170r Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Remote Management - Management Processor Failure,No boot/No Video,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
No Boot - No Further Details Specified,System Board failure or error,NO BOOT,Density Optimized,Density Optimized,Hyperscale XL,XL170r,Density Optimized,FoxConn,XL170r Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,System shuts down,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Critical Error - NMI,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Critical Error - NMI,System reboots,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",Blue/Red/Purple/black screen,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - Video (VGA),No boot/No Video,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Runtime - OS Crash (xSOD Crash),Blue/Red/Purple/black screen,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Miscellaneous PCA Issues - System ROM Battery,Battery failure or error,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Critical Error - NMI,Blue/Red/Purple/black screen,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",System Board failure or error,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,Error warning reported by the system,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,Error warning reported by the system,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Critical Error - NMI,No boot/No Video,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - USB,Device Not detected/Accessible/Available,CONNECTOR/PORT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),No boot/No Video,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,India,SYSTEM BOARD
No Boot - No Further Details Specified,System Board failure or error,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RESEAT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,System Board failure or error,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),System Board failure or error,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded Controller - Smart Array Controller not Initializing at POST,System Board failure or error,EMBEDDED CONTROLLER,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,Mexico,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,System Board failure or error,LED/SENSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - VRD Failure,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Processor - PCA Replaced for Unspecified CPU Error,No boot/No Video,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded Display Adapter - Blurry/Distorted Screen,No boot/No Video,EMBEDDED DISPLAY ADAPTER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,RESEAT,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - Power LED Stays Amber, No Video",No boot/No Video,NO BOOT,Density Optimized,Density Optimized,Hyperscale XL,Apollo 6000,Density Optimized,FoxConn,Apollo 6000a,Intel,2,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,India,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,Error warning reported by the system,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,India,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,No boot/No Video,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Power - System Power Fault Detected,No boot/No Video,POWER FAILURES,Density Optimized,Density Optimized,Hyperscale XL,XL230a,Density Optimized,FoxConn,XL230a Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Noisy,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Random Reboots (ASR),System Board failure or error,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Embedded Display Adapter - Blurry/Distorted Screen,Blue/Red/Purple/black screen,EMBEDDED DISPLAY ADAPTER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - PCA Replaced for Unspecified Memory Issue,System Board failure or error,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,No boot/No Video,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server does not Boot),No boot/No Video,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Noisy,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,RESEAT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,Australia,SYSTEM BOARD
"No Boot - No Video, Will not POST",System Board failure or error,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
No Boot - Amber Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,Error warning reported by the system,LED/SENSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,System Board failure or error,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Remote Management - Management Processor Failure,No boot/No Video,REMOTE MANAGEMENT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - Post Error 207,System Board failure or error,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,India,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System Board failure or error,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - System Hang,Hangs,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,India,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,System Board failure or error,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,No boot/No Video,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AP,India,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Device Not detected/Accessible/Available,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,System Board failure or error,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Critical Error - NMI,Error warning reported by the system,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Degraded System Performance (System Boots),Blue/Red/Purple/black screen,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Port not Working - USB,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,SYSTEM BOARD
